index,empresa,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,Total,Classe KMeans
205,68f2d109d3ce3acfb0c9f0acf940,0.0,0.0,0.0,0.0,0.0,0.001694915254237288,0.01694915254237288,0.05084745762711865,0.06186440677966103,0.06271186440677966,0.058474576271186435,0.05508474576271186,0.06610169491525424,0.06271186440677966,0.04322033898305085,0.046610169491525424,0.06440677966101695,0.08050847457627118,0.09491525423728814,0.07288135593220339,0.06440677966101695,0.0635593220338983,0.03305084745762712,0.0,1180,1
206,26394d71a5169b36993d339363b7,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.03745318352059925,0.05617977528089888,0.03745318352059925,0.05617977528089888,0.033707865168539325,0.08239700374531835,0.05243445692883896,0.03745318352059925,0.05243445692883896,0.0449438202247191,0.08614232209737828,0.041198501872659166,0.10486891385767792,0.09737827715355804,0.0749063670411985,0.05243445692883896,0.03745318352059925,0.011235955056179777,267,1
208,1896d16606d6d5d9b9e8e3885577,0.0,0.0,0.0,0.0,0.0,0.025025025025025027,0.04404404404404405,0.08108108108108109,0.05905905905905906,0.09109109109109108,0.06206206206206207,0.04804804804804805,0.07107107107107108,0.05705705705705705,0.04604604604604605,0.061061061061061066,0.05105105105105105,0.07307307307307308,0.061061061061061066,0.054054054054054064,0.06406406406406406,0.02902902902902903,0.022022022022022025,0.0,999,1
209,df2f885519054cdf509e3ef274f4,0.046587215601300115,0.03791982665222102,0.02275189599133261,0.010834236186348862,0.017334777898158182,0.02600216684723727,0.028169014084507043,0.05200433369447454,0.04117009750812568,0.03683640303358613,0.05417118093174431,0.04117009750812568,0.04117009750812568,0.056338028169014086,0.058504875406283866,0.06608884073672806,0.047670639219935,0.044420368364030335,0.05742145178764897,0.044420368364030335,0.046587215601300115,0.03358613217768147,0.0390032502708559,0.04983748645720477,923,7
210,acbbf4328b8c7a87caf54b3d70a5,0.0,0.0,0.0,0.0,0.0,0.0,0.02877697841726619,0.06474820143884892,0.04316546762589928,0.02877697841726619,0.05755395683453238,0.014388489208633094,0.07913669064748201,0.04316546762589928,0.07194244604316546,0.05035971223021583,0.0,0.07194244604316546,0.07194244604316546,0.05035971223021583,0.07913669064748201,0.1079136690647482,0.07194244604316546,0.06474820143884892,139,7
211,85482fac27f74549498b0cec3a53,0.01397712833545108,0.010165184243964422,0.005082592121982211,0.010165184243964422,0.007623888182973318,0.011435832274459974,0.03049555273189327,0.0432020330368488,0.07750952986022873,0.044472681067344345,0.05972045743329098,0.05844980940279543,0.045743329097839895,0.0432020330368488,0.04701397712833545,0.06480304955527319,0.05209656925031767,0.06480304955527319,0.06734434561626429,0.07369758576874205,0.04193138500635324,0.06226175349428208,0.03303684879288437,0.03176620076238882,787,1
212,4009c404ffa46afab4efac16ecb8,0.037900874635568516,0.035957240038872684,0.023323615160349854,0.01749271137026239,0.025267249757045675,0.016520894071914483,0.022351797862001945,0.02915451895043732,0.0369290573372206,0.04275996112730807,0.054421768707482984,0.03206997084548105,0.043731778425655975,0.04470359572400389,0.051506316812439265,0.054421768707482984,0.060252672497570464,0.055393586005830914,0.07482993197278913,0.051506316812439265,0.040816326530612235,0.058309037900874626,0.041788143828960164,0.04859086491739553,1029,7
213,c4fec04f35c4e62af794fc331377,0.0035688793718772305,0.002141327623126339,0.0,0.0007137758743754461,0.0007137758743754461,0.002141327623126339,0.020699500356887942,0.04710920770877945,0.05710206995003569,0.061384725196288376,0.06423982869379015,0.05496074232690936,0.058529621698786574,0.07566024268379729,0.05710206995003569,0.07137758743754463,0.05710206995003569,0.06709493219129194,0.062098501070663815,0.05638829407566024,0.059957173447537475,0.05139186295503212,0.03997144896502498,0.028551034975017844,1401,1
214,d8a07770280af5a41389e650a01e,0.044631306597671415,0.029107373868046568,0.027166882276843468,0.02199223803363519,0.03169469598965071,0.03169469598965071,0.037516170763260026,0.03234152652005175,0.03622250970245795,0.038809831824062085,0.04398447606727038,0.03234152652005175,0.043337645536869335,0.03816300129366106,0.054980595084087966,0.04851228978007762,0.035575679172056916,0.03234152652005175,0.056921086675291076,0.05304010349288486,0.056921086675291076,0.04592496765847348,0.06597671410090558,0.060802069857697275,1546,7
215,4b8cfd710fca870e5b723ce4154f,0.05641025641025641,0.02564102564102564,0.015384615384615384,0.020512820512820516,0.0,0.010256410256410256,0.010256410256410256,0.05128205128205128,0.030769230769230767,0.030769230769230767,0.035897435897435895,0.030769230769230767,0.030769230769230767,0.061538461538461535,0.05128205128205128,0.035897435897435895,0.061538461538461535,0.07179487179487179,0.06666666666666668,0.08717948717948718,0.061538461538461535,0.04102564102564103,0.05128205128205128,0.061538461538461535,195,7
