index,dominio,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
21404ebaa0106ca20ae283c89271,6139646137356433363237396637323937336161383832316332663038646335,11098,0.03811497567129212,0.03189763921427284,0.03234817084159308,0.03252838349252118,0.035141466930978554,0.037934763020364026,0.0388358262750045,0.03424040367633808,0.03469093530365832,0.035231573256442605,0.034781041629122364,0.032077851865200936,0.04054784645882141,0.03838529464768427,0.030636150657776175,0.02892413047395927,0.029194449450351413,0.026311047035501894,0.028653811497567128,0.0354117859073707,0.031717426563344746,0.0354117859073707,0.03297891511984141,0.028653811497567128,0.026581366011894036,0.030185619030455937,0.031357001261488555,0.03009551270499189,0.023607857271580466,0.029554874752207604,0.023968282573436656
510766392a95afd41c6bd526381a,6139646137356433363237396637323937336161383832316332663038646335,4761,0.050199537912203315,0.036546943919344675,0.03171602604494854,0.030665826507036337,0.031085906322201217,0.032346145767695865,0.0325561856752783,0.034026465028355386,0.03360638521319051,0.032346145767695865,0.029825666876706573,0.02226423020373871,0.021214030665826507,0.03339634530560807,0.03192606595253098,0.02877546733879437,0.03444654484352027,0.03192606595253098,0.034026465028355386,0.03549674438143247,0.03087586641461878,0.031295946229783655,0.032346145767695865,0.03507666456626759,0.030035706784289014,0.03759714345725688,0.029825666876706573,0.029405587061541692,0.03423650493593783,0.03549674438143247,0.02541482881747532
8ef4d40b852168ea8e3bbc4c89a0,6139646137356433363237396637323937336161383832316332663038646335,5736,0.03678521617852162,0.034518828451882845,0.031206415620641564,0.0400976290097629,0.03417015341701534,0.04864016736401674,0.03765690376569038,0.03643654114365411,0.03626220362622036,0.03260111576011158,0.043410041841004186,0.03417015341701534,0.031206415620641564,0.038354253835425386,0.03730822873082287,0.03207810320781032,0.027545327754532774,0.026499302649930265,0.0350418410041841,0.028765690376569036,0.02789400278940028,0.0299860529986053,0.03190376569037657,0.028765690376569036,0.026673640167364017,0.027545327754532774,0.025627615062761507,0.024755927475592746,0.02684797768479777,0.029288702928870293,0.017956764295676428
617b9dcd2479b7e85da7a90b56c4,6139646137356433363237396637323937336161383832316332663038646335,2487,0.029754724567752314,0.02613590671491757,0.02814636107760354,0.038198632891033375,0.03578608765581021,0.03739445114595899,0.0305589063128267,0.03096099718536389,0.024527543224768796,0.03498190591073583,0.03618817852834741,0.03216726980297547,0.036992360273421794,0.039806996381182146,0.02814636107760354,0.03216726980297547,0.031363088057901084,0.033775633293124246,0.036992360273421794,0.039404905508644957,0.038198632891033375,0.044229995979091274,0.039404905508644957,0.03457981503819863,0.028950542822677925,0.026537997587454766,0.024527543224768796,0.029352633695215118,0.0305589063128267,0.020908725371934056,0.019300361881785282
5dc07a1ef6f3839d858729107f26,6139646137356433363237396637323937336161383832316332663038646335,1618,0.032138442521631644,0.03522867737948084,0.032756489493201486,0.03893695920889988,0.04882571075401731,0.050061804697156986,0.02533992583436341,0.03646477132262052,0.03337453646477132,0.030902348578491966,0.0315203955500618,0.030902348578491966,0.029666254635352288,0.0377008652657602,0.034610630407911,0.032756489493201486,0.030902348578491966,0.03337453646477132,0.03893695920889988,0.0377008652657602,0.030284301606922127,0.033992583436341164,0.02843016069221261,0.02843016069221261,0.024721878862793572,0.030284301606922127,0.032138442521631644,0.030284301606922127,0.024721878862793572,0.021013597033374538,0.013597033374536464
300e3558d7460c7091bc096e848f,6139646137356433363237396637323937336161383832316332663038646335,4989,0.0308679094006815,0.031068350370815796,0.02866305872920425,0.028462617759069955,0.03407496492283023,0.03367408298256164,0.03227099619162157,0.029264381639607137,0.035077169773501705,0.032872319102024455,0.02906394066947284,0.027059530968129887,0.027660853878532773,0.04008819402685909,0.032070555221487274,0.03708157947484466,0.039085989176187615,0.037282020444978956,0.035077169773501705,0.03668069753457607,0.0308679094006815,0.036881138504710365,0.03267187813189016,0.03006614552014432,0.03046702746041291,0.033273201042293046,0.03187011425135298,0.03347364201242734,0.036480256564441774,0.026658649027861296,0.01984365604329525
7b5053d48239177a54d8d754b925,6139646137356433363237396637323937336161383832316332663038646335,857,0.028004667444574097,0.044340723453908985,0.03150525087514586,0.029171528588098017,0.046674445740956826,0.038506417736289385,0.045507584597432905,0.029171528588098017,0.0338389731621937,0.03267211201866978,0.03150525087514586,0.025670945157526253,0.030338389731621937,0.03500583430571762,0.030338389731621937,0.03267211201866978,0.022170361726954493,0.028004667444574097,0.028004667444574097,0.03617269544924154,0.028004667444574097,0.03500583430571762,0.028004667444574097,0.026837806301050177,0.028004667444574097,0.024504084014002333,0.03267211201866978,0.046674445740956826,0.042007001166861145,0.026837806301050177,0.022170361726954493
30ddd2df870c62b552b4e43e562d,6139646137356433363237396637323937336161383832316332663038646335,5494,0.03858755005460503,0.03421914816163087,0.03403713141609028,0.04058973425555151,0.039315617036767385,0.03840553330906443,0.04004368401892974,0.036039315617036764,0.04022570076447033,0.034765198398252636,0.03622133236257736,0.032945030942846745,0.03349108117946851,0.03749544958136149,0.03858755005460503,0.03203494721514379,0.030032763014197307,0.02875864579541318,0.030214779759737895,0.026574444848926102,0.03458318165271205,0.02875864579541318,0.028940662540953767,0.03167091372406261,0.01892974153622133,0.025300327630141974,0.029304696032034946,0.028940662540953767,0.02184200946487077,0.029668729523116128,0.0194757917728431
a65b50e58a5f557e7804071ff41a,6139646137356433363237396637323937336161383832316332663038646335,2200,0.04727272727272727,0.03636363636363636,0.026363636363636363,0.028181818181818183,0.03954545454545454,0.026818181818181817,0.02909090909090909,0.03681818181818182,0.03636363636363636,0.030454545454545453,0.03272727272727273,0.025454545454545455,0.02772727272727273,0.03681818181818182,0.031818181818181815,0.03,0.031363636363636364,0.02909090909090909,0.04181818181818182,0.03409090909090909,0.034545454545454546,0.03090909090909091,0.03227272727272727,0.02727272727272727,0.02909090909090909,0.038181818181818185,0.03227272727272727,0.035454545454545454,0.026818181818181817,0.03318181818181818,0.02181818181818182
1f2fafdb772c1e9da2fd6a2c6222,6139646137356433363237396637323937336161383832316332663038646335,921,0.021715526601520086,0.02714440825190011,0.021715526601520086,0.03040173724212812,0.026058631921824105,0.02714440825190011,0.02280130293159609,0.04125950054288816,0.03908794788273615,0.029315960912052116,0.04451682953311618,0.03257328990228013,0.02823018458197611,0.03908794788273615,0.03040173724212812,0.02714440825190011,0.031487513572204126,0.04017372421281216,0.04451682953311618,0.026058631921824105,0.02714440825190011,0.035830618892508145,0.03040173724212812,0.02714440825190011,0.026058631921824105,0.03908794788273615,0.033659066232356136,0.04017372421281216,0.03474484256243214,0.04560260586319218,0.029315960912052116
39a041b1e9caa6683e9072933721,6139646137356433363237396637323937336161383832316332663038646335,903,0.046511627906976744,0.03433001107419712,0.029900332225913623,0.02768549280177187,0.02768549280177187,0.02768549280177187,0.04097452934662237,0.036544850498338874,0.04097452934662237,0.035437430786267994,0.03322259136212625,0.026578073089700997,0.029900332225913623,0.03211517165005537,0.04097452934662237,0.03322259136212625,0.024363233665559248,0.023255813953488372,0.02768549280177187,0.029900332225913623,0.04097452934662237,0.03986710963455149,0.04318936877076412,0.016611295681063124,0.02768549280177187,0.03986710963455149,0.036544850498338874,0.028792912513842746,0.035437430786267994,0.02768549280177187,0.014396456256921373
40c0471426fa077f81c1450f3d01,6139646137356433363237396637323937336161383832316332663038646335,1730,0.03757225433526012,0.03757225433526012,0.02601156069364162,0.031791907514450865,0.028901734104046242,0.03352601156069364,0.03005780346820809,0.028323699421965318,0.03352601156069364,0.029479768786127167,0.03815028901734104,0.03641618497109827,0.026589595375722544,0.03699421965317919,0.03352601156069364,0.03699421965317919,0.03757225433526012,0.03410404624277456,0.03352601156069364,0.03872832369942197,0.03641618497109827,0.024277456647398842,0.030635838150289016,0.032947976878612714,0.032947976878612714,0.03236994219653179,0.03468208092485549,0.035838150289017344,0.026589595375722544,0.02601156069364162,0.017919075144508672
