index,index,dominio,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Classe KMeans
0,21404ebaa0106ca20ae283c89271,6139646137356433363237396637323937336161383832316332663038646335,11098,0.03811497567129212,0.031897639214272834,0.03234817084159308,0.032528383492521185,0.035141466930978554,0.037934763020364026,0.0388358262750045,0.03424040367633808,0.03469093530365832,0.035231573256442605,0.034781041629122364,0.032077851865200936,0.04054784645882141,0.03838529464768427,0.030636150657776175,0.02892413047395927,0.029194449450351413,0.02631104703550189,0.028653811497567124,0.0354117859073707,0.031717426563344746,0.0354117859073707,0.03297891511984141,0.028653811497567124,0.02658136601189404,0.030185619030455937,0.031357001261488555,0.03009551270499189,0.023607857271580462,0.029554874752207607,0.023968282573436656,4
1,510766392a95afd41c6bd526381a,6139646137356433363237396637323937336161383832316332663038646335,4761,0.050199537912203315,0.03654694391934468,0.03171602604494854,0.030665826507036337,0.031085906322201217,0.032346145767695865,0.0325561856752783,0.03402646502835538,0.03360638521319051,0.032346145767695865,0.029825666876706576,0.02226423020373871,0.02121403066582651,0.03339634530560807,0.03192606595253098,0.02877546733879437,0.03444654484352027,0.03192606595253098,0.03402646502835538,0.035496744381432466,0.030875866414618782,0.03129594622978365,0.032346145767695865,0.03507666456626759,0.03003570678428901,0.037597143457256885,0.029825666876706576,0.02940558706154169,0.03423650493593783,0.035496744381432466,0.025414828817475317,4
2,8ef4d40b852168ea8e3bbc4c89a0,6139646137356433363237396637323937336161383832316332663038646335,5736,0.03678521617852162,0.034518828451882845,0.031206415620641564,0.0400976290097629,0.03417015341701534,0.04864016736401674,0.037656903765690385,0.03643654114365411,0.03626220362622036,0.03260111576011158,0.04341004184100418,0.03417015341701534,0.031206415620641564,0.03835425383542538,0.037308228730822866,0.03207810320781032,0.02754532775453277,0.02649930264993026,0.0350418410041841,0.028765690376569036,0.027894002789400282,0.0299860529986053,0.03190376569037657,0.028765690376569036,0.026673640167364017,0.02754532775453277,0.02562761506276151,0.024755927475592743,0.02684797768479777,0.029288702928870293,0.017956764295676428,4
3,617b9dcd2479b7e85da7a90b56c4,6139646137356433363237396637323937336161383832316332663038646335,2487,0.029754724567752317,0.02613590671491757,0.02814636107760354,0.038198632891033375,0.03578608765581021,0.03739445114595899,0.0305589063128267,0.030960997185363888,0.0245275432247688,0.034981905910735835,0.036188178528347416,0.03216726980297547,0.036992360273421794,0.03980699638118215,0.02814636107760354,0.03216726980297547,0.031363088057901084,0.03377563329312425,0.036992360273421794,0.03940490550864496,0.038198632891033375,0.04422999597909128,0.03940490550864496,0.03457981503819863,0.028950542822677925,0.02653799758745477,0.0245275432247688,0.029352633695215118,0.0305589063128267,0.020908725371934056,0.019300361881785282,4
4,5dc07a1ef6f3839d858729107f26,6139646137356433363237396637323937336161383832316332663038646335,1618,0.032138442521631644,0.035228677379480836,0.032756489493201486,0.038936959208899884,0.048825710754017315,0.05006180469715698,0.02533992583436341,0.03646477132262052,0.03337453646477132,0.03090234857849197,0.0315203955500618,0.03090234857849197,0.029666254635352288,0.0377008652657602,0.03461063040791101,0.032756489493201486,0.03090234857849197,0.03337453646477132,0.038936959208899884,0.0377008652657602,0.030284301606922127,0.033992583436341164,0.028430160692212613,0.028430160692212613,0.02472187886279357,0.030284301606922127,0.032138442521631644,0.030284301606922127,0.02472187886279357,0.021013597033374538,0.013597033374536464,4
5,300e3558d7460c7091bc096e848f,6139646137356433363237396637323937336161383832316332663038646335,4989,0.0308679094006815,0.0310683503708158,0.02866305872920425,0.028462617759069955,0.03407496492283023,0.03367408298256164,0.03227099619162157,0.029264381639607137,0.035077169773501705,0.03287231910202445,0.029063940669472838,0.027059530968129887,0.027660853878532773,0.040088194026859085,0.032070555221487274,0.03708157947484466,0.03908598917618762,0.03728202044497896,0.035077169773501705,0.03668069753457607,0.0308679094006815,0.03688113850471037,0.03267187813189016,0.03006614552014432,0.030467027460412913,0.03327320104229305,0.03187011425135298,0.033473642012427335,0.036480256564441774,0.026658649027861296,0.01984365604329525,4
6,7b5053d48239177a54d8d754b925,6139646137356433363237396637323937336161383832316332663038646335,857,0.028004667444574097,0.04434072345390898,0.031505250875145864,0.02917152858809802,0.046674445740956826,0.03850641773628938,0.045507584597432905,0.02917152858809802,0.0338389731621937,0.032672112018669784,0.031505250875145864,0.025670945157526253,0.030338389731621937,0.03500583430571762,0.030338389731621937,0.032672112018669784,0.02217036172695449,0.028004667444574097,0.028004667444574097,0.03617269544924154,0.028004667444574097,0.03500583430571762,0.028004667444574097,0.026837806301050177,0.028004667444574097,0.024504084014002333,0.032672112018669784,0.046674445740956826,0.042007001166861145,0.026837806301050177,0.02217036172695449,4
7,30ddd2df870c62b552b4e43e562d,6139646137356433363237396637323937336161383832316332663038646335,5494,0.038587550054605034,0.034219148161630866,0.03403713141609028,0.04058973425555151,0.03931561703676738,0.03840553330906443,0.040043684018929736,0.03603931561703677,0.04022570076447033,0.034765198398252636,0.036221332362577366,0.032945030942846745,0.033491081179468515,0.03749544958136149,0.038587550054605034,0.032034947215143786,0.030032763014197307,0.028758645795413183,0.030214779759737895,0.026574444848926102,0.03458318165271205,0.028758645795413183,0.02894066254095377,0.03167091372406261,0.01892974153622133,0.02530032763014197,0.029304696032034942,0.02894066254095377,0.02184200946487077,0.029668729523116125,0.0194757917728431,4
8,a65b50e58a5f557e7804071ff41a,6139646137356433363237396637323937336161383832316332663038646335,2200,0.04727272727272727,0.03636363636363636,0.026363636363636363,0.028181818181818183,0.039545454545454536,0.026818181818181814,0.029090909090909087,0.03681818181818182,0.03636363636363636,0.03045454545454545,0.03272727272727273,0.025454545454545452,0.027727272727272732,0.03681818181818182,0.031818181818181815,0.03,0.031363636363636364,0.029090909090909087,0.04181818181818182,0.03409090909090909,0.034545454545454546,0.030909090909090914,0.032272727272727265,0.027272727272727268,0.029090909090909087,0.03818181818181818,0.032272727272727265,0.03545454545454545,0.026818181818181814,0.03318181818181818,0.02181818181818182,4
9,1f2fafdb772c1e9da2fd6a2c6222,6139646137356433363237396637323937336161383832316332663038646335,921,0.021715526601520086,0.02714440825190011,0.021715526601520086,0.030401737242128118,0.026058631921824102,0.02714440825190011,0.02280130293159609,0.04125950054288816,0.03908794788273615,0.02931596091205212,0.044516829533116184,0.03257328990228013,0.02823018458197611,0.03908794788273615,0.030401737242128118,0.02714440825190011,0.031487513572204126,0.040173724212812165,0.044516829533116184,0.026058631921824102,0.02714440825190011,0.035830618892508145,0.030401737242128118,0.02714440825190011,0.026058631921824102,0.03908794788273615,0.033659066232356136,0.040173724212812165,0.03474484256243214,0.04560260586319218,0.02931596091205212,4
