empresa,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,Total,dominio
4daf67d954fd317be7041ad9fc80,69,26,11,7,14,25,21,37,50,47,88,72,88,89,37,44,42,55,75,93,112,90,32,46,1270,0
ade8036714825823d71af4415613,10,5,4,3,7,4,6,18,25,38,28,33,52,54,54,37,36,32,37,32,36,24,11,11,597,0
05f163bba2b880cf8b8c478bdd74,19,11,6,9,9,15,14,17,24,27,34,32,40,31,23,34,24,33,32,32,28,24,20,22,560,0
068b9c5c4c524a7e13d636172456,17,2,5,1,1,1,5,7,7,9,7,9,16,10,14,7,3,5,5,9,8,6,11,14,179,0
1a979944251ead35bb875503c75f,2,0,0,0,0,0,10,31,24,23,31,12,34,49,30,35,36,27,44,35,39,31,25,5,523,0
a1753fb8deac11e03f6d3d2a4bda,0,0,0,0,0,0,24,70,87,83,69,82,71,55,70,61,88,81,88,79,82,45,1,0,1136,0
44beb63322976f8ad46aa41d9423,6,17,6,13,4,0,2,2,1,3,3,2,1,2,3,1,5,6,7,2,9,8,7,4,114,0
6f195d903f2e3bb177f9f1962e17,36,23,23,22,18,17,19,51,47,64,64,63,54,47,64,64,63,73,66,64,47,47,46,54,1136,0
31700d3e43739bda7aafdf05d7f5,0,0,0,0,0,0,3,6,1,1,6,5,5,6,8,7,8,3,14,5,10,6,2,0,96,0
429ae6b410691642eccbc6c360ff,4,0,0,0,0,12,24,42,89,98,174,175,67,69,138,99,133,150,171,163,39,109,32,55,1843,0
8da05e101663cda9a27bf32172f3,15,7,8,2,1,7,4,4,1,4,3,4,6,3,4,4,6,5,9,15,6,11,12,15,156,0
2f558caeafdf7ea8a76481ce07d4,0,0,0,0,0,0,11,57,56,71,66,74,68,81,70,90,64,93,107,93,62,38,12,3,1116,0
878782faee70dd571e8b2b589adf,42,21,17,12,22,19,55,66,89,111,109,106,76,101,104,130,138,137,109,115,88,73,47,42,1829,0
e9d24eee087d2c2065863eb47bd4,67,53,46,28,28,22,28,28,20,33,27,77,58,56,44,53,65,35,59,45,44,36,69,69,1090,0
e6ac4d450848c3f0d7b193b77539,29,26,28,18,19,17,21,43,29,31,38,43,35,23,29,30,28,46,33,34,44,33,47,49,773,0
356098e48afcceba94a5857c2eed,62,52,32,29,38,22,21,23,26,30,38,38,37,36,36,51,35,32,39,44,43,47,65,55,931,0
9fb6c6229d0ce85881c511585b90,36,7,5,10,16,53,57,59,86,107,113,142,137,104,107,98,122,87,135,158,113,78,32,48,1910,0
68f2d109d3ce3acfb0c9f0acf940,0,0,0,0,0,2,20,60,73,74,69,65,78,74,51,55,76,95,112,86,76,75,39,0,1180,0
26394d71a5169b36993d339363b7,1,0,0,0,0,0,10,15,10,15,9,22,14,10,14,12,23,11,28,26,20,14,10,3,267,0
3b98d23116fb28df59cdc5c8cc05,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,2,1,4,5,2,1,1,0,0,27,0
1896d16606d6d5d9b9e8e3885577,0,0,0,0,0,25,44,81,59,91,62,48,71,57,46,61,51,73,61,54,64,29,22,0,999,0
df2f885519054cdf509e3ef274f4,43,35,21,10,16,24,26,48,38,34,50,38,38,52,54,61,44,41,53,41,43,31,36,46,923,0
acbbf4328b8c7a87caf54b3d70a5,0,0,0,0,0,0,4,9,6,4,8,2,11,6,10,7,0,10,10,7,11,15,10,9,139,0
85482fac27f74549498b0cec3a53,11,8,4,8,6,9,24,34,61,35,47,46,36,34,37,51,41,51,53,58,33,49,26,25,787,0
4009c404ffa46afab4efac16ecb8,39,37,24,18,26,17,23,30,38,44,56,33,45,46,53,56,62,57,77,53,42,60,43,50,1029,0
c4fec04f35c4e62af794fc331377,5,3,0,1,1,3,29,66,80,86,90,77,82,106,80,100,80,94,87,79,84,72,56,40,1401,0
d8a07770280af5a41389e650a01e,69,45,42,34,49,49,58,50,56,60,68,50,67,59,85,75,55,50,88,82,88,71,102,94,1546,0
4b8cfd710fca870e5b723ce4154f,11,5,3,4,0,2,2,10,6,6,7,6,6,12,10,7,12,14,13,17,12,8,10,12,195,0
427cce95630f91f1129b587eb31e,0,0,0,0,0,0,3,2,6,4,2,9,7,5,4,10,3,8,9,5,6,2,6,0,91,0
ba50cf5718acf5b1bb95366a2e99,0,0,0,0,0,0,4,26,21,21,20,12,15,15,18,10,19,15,27,17,12,14,8,13,287,0
d6c24f0621b45f0418c667814a7c,0,0,0,0,1,20,29,66,71,75,64,63,62,70,79,76,73,85,72,55,43,20,3,0,1027,0
dff042e55c8b51f45df60e34de8c,56,18,4,6,15,19,14,25,42,68,72,71,92,113,85,77,89,89,121,128,99,114,90,68,1575,0
693887ab604ceb3228b730f9b8e6,0,0,0,0,0,0,14,57,45,58,69,72,54,64,62,53,59,58,68,54,53,55,3,0,898,0
580c17faf456a26b97c9873f63d2,8,10,4,4,3,6,19,39,57,47,44,47,41,51,44,62,59,82,67,67,53,51,12,13,890,0
fb1cb37dd9253ea2cd62ea7873e1,0,0,0,0,0,1,24,57,48,73,68,60,57,45,47,47,44,64,55,49,27,29,13,0,808,0
01d9a69b1b406e64c4475caae0bd,8,3,4,2,11,18,36,38,39,44,53,38,41,39,34,36,45,56,48,50,38,31,23,11,746,0
e1711b7bf566ba0dea535c4e4a77,17,13,16,7,11,30,43,72,92,71,68,78,205,207,155,125,118,104,114,113,99,90,60,44,1952,0
c3cb98726cfb7394084ea7fab94f,64,32,31,28,32,24,35,37,61,66,65,71,74,81,75,88,102,94,105,82,84,90,97,76,1594,0
c725c3512e48af495bf5f35bf8c3,1,0,0,0,0,0,2,20,21,15,19,15,28,15,22,24,18,34,35,29,32,30,17,10,387,0
fe8aa0bc716a48c5b57e6da4211e,44,42,28,17,29,18,19,29,40,31,46,53,44,52,38,43,42,40,39,50,44,51,58,64,961,0
35b8f2c2fed5f5bbbb56e2c1e4bc,4,6,5,1,1,3,3,2,7,3,3,5,6,3,4,6,14,9,10,17,10,6,13,8,149,0
e1306fdad551fea136aaaa865c3f,39,34,22,26,21,24,30,37,60,53,57,63,49,65,46,80,63,61,63,69,50,54,36,26,1128,0
6384c1630d866412666d6047723b,30,20,14,12,11,16,13,33,39,41,41,36,40,55,42,51,44,63,49,49,56,39,20,36,850,0
322d30e1c64f274b3425d578055e,0,0,0,0,0,2,8,49,75,81,81,90,78,68,84,94,97,100,106,84,89,57,34,22,1299,0
aa8ab580768e721eb239f449372d,50,12,13,15,9,0,5,15,34,39,20,32,33,44,38,60,61,91,88,81,78,44,45,13,920,0
7319a715eb1d55c81cc22eb2a192,0,0,0,0,0,0,24,53,70,55,74,74,110,290,85,62,71,90,104,131,135,198,9,0,1635,0
1de8ddea26cfdd81e5856ee932b3,20,20,11,12,18,14,24,26,28,25,44,42,35,43,46,60,43,55,46,52,32,34,40,33,803,0
9a22d2520946421c7044422e2aa0,38,24,16,7,10,20,28,50,45,49,50,43,46,51,42,50,64,62,64,69,60,48,45,45,1026,0
5cc399cc2183740e8b7d1e59ca1f,5,1,0,4,0,3,0,2,4,6,3,4,7,9,10,5,8,11,9,7,9,9,2,6,124,0
78db76b2ded15b02303e5b5c1ca1,0,0,0,0,0,0,3,14,10,7,9,11,13,24,19,17,19,14,19,11,7,4,0,0,201,0
a50da73d6eedc795cf05adc2a580,46,24,21,19,15,32,42,39,36,44,47,58,52,49,37,57,57,62,66,69,66,64,60,40,1102,0
c574dbe719f506266a007d0b8cfb,50,33,18,15,21,34,57,118,106,121,123,103,112,120,127,158,144,155,187,132,145,115,111,80,2385,0
bde92b4b8b118eefb8e7a14e28de,0,0,0,0,0,0,4,23,45,47,32,38,31,48,27,51,70,66,67,53,37,56,13,0,708,0
b175e16853a6a03e08fbd4d9f6a5,57,64,55,58,53,62,28,34,49,81,63,63,72,80,88,97,109,177,47,61,55,58,58,106,1675,0
435d24d8600bb28d813eff67a77b,49,20,10,7,6,2,8,6,33,41,32,55,88,143,140,48,63,173,159,81,97,228,54,61,1604,0
40400977f509198e3163769739c3,11,2,2,4,1,4,16,16,19,30,31,36,27,27,31,28,38,40,30,28,25,19,19,12,496,0
bbc48d23a80041beda02dac1366d,0,0,0,0,0,4,16,39,44,44,65,42,36,43,41,39,40,41,50,36,25,22,2,0,629,0
e75ffa7e4f00cf46e728c737ea6b,0,0,0,0,0,0,6,64,75,91,78,77,78,99,99,80,77,93,125,80,77,43,32,12,1286,0
fb5b9b746e24e3995c81eb7d4735,0,0,0,0,0,2,39,90,108,112,104,94,87,114,103,104,138,109,107,107,63,73,3,0,1557,0
6b1fa01b0e874eba2688ac223f54,4,5,2,0,0,0,7,8,11,13,6,6,7,14,9,16,6,7,20,9,15,8,10,3,186,0
3e0bd8f4c4497ed5e698a0511b9e,0,0,0,0,0,0,19,55,52,61,60,62,58,76,71,83,60,88,97,58,44,41,8,0,993,0
b1b263a8791b7592c2ccc136cb9f,35,15,12,6,15,42,135,237,247,303,268,312,292,311,332,285,286,312,390,295,208,195,121,59,4713,0
0f988a7502f212615b2a6ca18fae,27,2,2,2,7,56,116,158,226,252,296,365,406,389,254,234,306,386,372,240,167,236,110,133,4742,0
242f3057051baa9fb69e414ac926,21,11,5,9,8,19,33,52,82,70,68,76,64,75,88,75,78,88,94,82,64,51,54,35,1302,0
9e5153badc44a976143639332826,27,22,2,9,6,11,30,47,49,39,38,29,33,35,38,52,44,41,45,39,46,35,30,41,788,0
f347fc6585eea69f0979f3ec0e06,0,0,0,0,1,2,1,1,2,2,3,0,3,10,3,2,0,1,1,1,1,12,0,0,46,0
f95e56902c5070ebe4a9bf3b136d,12,7,10,9,6,5,7,4,12,9,16,13,19,13,12,13,15,18,12,15,12,12,10,15,276,0
5edc22547c6cee7bc00eb234e385,0,0,0,0,0,0,22,72,68,86,87,80,82,108,97,98,105,119,126,95,71,44,21,0,1381,0
a62d8d740b1313563c807328ca36,16,6,2,7,9,11,39,41,65,61,49,62,53,52,65,47,61,52,60,43,43,24,29,20,917,0
fad32cbdfa4d219ed8dc9f3e8a2a,57,52,28,24,23,23,30,37,57,58,55,53,44,53,65,64,58,63,66,67,75,71,81,48,1252,0
30e78efa4724a60b0eb94f3621e9,0,0,0,0,0,5,22,60,47,43,43,68,72,51,41,54,62,73,62,55,46,37,24,17,882,0
2bdce72a03f22193fee5b5fb7095,16,10,5,10,15,22,24,44,42,52,44,47,44,48,63,54,50,48,47,54,36,35,32,31,873,0
08cb99763ec0c01103218f0add12,1,0,0,0,0,0,2,1,8,2,1,4,1,2,1,1,3,1,0,0,1,2,0,0,31,0
d1a77b62e4742544638526a253d3,32,21,11,4,25,72,55,110,152,153,162,242,395,356,106,132,147,210,189,282,344,253,65,121,3639,0
d3988050f02e13f4189a4fc911ee,35,28,19,19,19,21,45,66,75,93,72,86,89,99,83,84,90,98,110,105,113,102,91,71,1713,0
b4e636f5c4f2d1522a001f97d7be,7,4,6,8,14,9,11,28,23,22,18,8,8,13,8,8,14,8,12,15,13,11,12,14,294,0
33e2ca9b9f9bdd120057f4297685,0,0,0,0,0,3,32,55,44,44,66,51,59,58,55,61,42,69,69,68,39,33,0,0,848,0
9bccbb0765ca0a6124ca80c3df07,0,0,0,0,0,1,3,7,7,14,9,14,7,10,19,13,14,10,10,10,17,16,5,4,190,0
d91670d6a7158251f35e962de4b0,0,0,0,0,0,0,3,2,6,11,8,3,7,4,6,15,12,9,13,14,19,14,13,11,170,0
08a75273ff3e89072abeb72a19cf,17,3,2,7,28,56,60,104,152,167,206,178,273,283,132,95,110,120,166,250,195,183,58,55,2900,0
c879768f06ec81141a614b7f2d3f,0,0,0,0,0,0,4,22,22,29,33,27,40,33,28,27,37,37,48,38,43,31,21,29,549,0
5d62f7821b54cc70dfa03afd7d9d,6,10,6,6,7,5,5,5,11,20,19,14,24,21,35,23,16,11,17,19,9,19,16,19,343,0
e609df4142d946fdcc2e80aac22c,2,0,1,0,3,3,4,0,3,2,1,1,1,3,3,2,3,2,5,4,2,0,4,5,54,0
70fb58a82a75e67f8499d10b175e,39,23,10,4,6,42,60,112,179,210,186,199,227,263,121,138,167,202,231,232,206,105,58,54,3074,0
a984f33e4a20dd9ae55ac29ab4e7,12,17,6,10,6,18,35,33,43,56,62,52,69,63,60,53,54,75,59,62,72,48,34,23,1022,0
a74a729c7a3d3c0a6c6f59bb07c5,197,108,74,100,179,322,534,707,908,1100,1058,868,945,904,935,1135,1067,1086,1128,1042,785,697,640,317,16836,0
7fc52d5aea7cb900eaa24dcdd607,0,0,0,0,0,0,6,7,5,7,9,3,4,9,9,13,10,12,21,9,10,0,2,0,136,0
a12fac09d32ea3cb7def334b92e2,0,0,0,0,0,7,20,31,27,44,35,34,39,37,28,40,36,37,35,38,41,23,8,0,560,0
be19bb284d7bb7ff2239fb634637,0,0,0,0,0,13,42,69,65,55,52,54,49,43,59,47,40,28,35,42,34,33,1,0,761,0
b8e40068f9d962de1138af24bdc2,2,3,1,3,1,7,5,2,3,3,4,3,3,4,4,3,6,2,6,4,3,7,11,2,92,0
92efa83f87b173a57e68534e193c,9,11,4,3,2,0,3,3,5,3,6,3,4,7,11,10,8,8,7,8,8,7,14,14,158,0
602aeeb3b87310fbdb1507d4ec31,0,0,0,0,0,1,39,80,90,75,77,74,103,101,84,87,104,112,117,106,81,58,7,0,1396,0
7210f4e7d43d07a60575babecb69,53,49,38,19,22,31,45,75,65,78,66,58,70,61,74,74,87,80,100,81,88,103,72,55,1544,0
38b408ed0658da75e9490621ebbc,11,5,2,3,5,16,35,40,24,35,51,53,40,57,40,43,41,47,47,43,50,39,20,29,776,0
fa0da71ade4eb9b573a9a410c10b,10,9,3,7,11,7,7,7,23,24,18,19,21,19,35,38,38,27,32,24,14,9,8,19,429,0
16e8c4543d2f3794b8691d7524e5,4,4,3,0,2,2,13,42,34,21,31,37,39,36,42,29,37,45,49,44,42,40,40,10,646,0
bf27cac8394c0fc4f39e98f7f17c,17,9,4,6,2,22,102,218,236,297,274,251,241,228,266,292,301,295,306,274,216,142,50,12,4061,0
6cf833da74d7526ae71bbb0d328e,8,5,3,0,3,6,31,36,26,33,35,40,39,39,28,45,35,48,54,38,47,47,38,23,707,0
8965297ace2bde2f62d826b9e307,0,0,0,0,0,0,1,1,5,0,1,1,5,2,3,11,3,2,6,7,1,3,1,0,53,0
32ede283c7066f4e5ead2e9d00e6,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0
9d59fbeec309d2736f288f6794bc,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547,0
c5249746b80bb79895c252408ef7,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0
c5c5b8127b545df4333da4962090,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,0
320814459a7e5d3ce9d0dce2cdfa,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0
2ee1f5eca01fca3c94b9dbc53984,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0
e99f29805a8e7199a9e8a119ba07,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0
dddad1feef10142182bba511292c,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,0
dbbca78d749690fb3a5dc98a05a6,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0
fa85e7979217e4897e982932d34d,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0
4fc937f6261c8f505902d152d94f,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0
8294ddab503b5f44ca4195f2056a,8342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8342,0
f542140d2b0b1aef7a4897904938,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0
e033fe263502e67fd2d81f11dfb3,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0
9d0306cd3c0c6149219df131561d,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0
7210308211e58291990c051ae3dc,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0
327ddf13ae99d00a9b100086cb8e,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0
0f250035d4ed3aa0b3f3ed422378,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0
f8f35b8be4865cc0d8c3b861c0a2,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0
38fa3b8e31524c2eb20732165aa3,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0
f827fd64d52888a1f5a1f0bad9b0,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706,0
4bc77ae494bb657694f906575595,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0
54dd6e135435d8d0dc72275f08c6,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0
d3e2ec26f5da31298b15192779a0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,0
d1a90f08666d43140e32a05fd3ec,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0
a3b0e709fe364d0d9225fe504639,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0
52a9203f13f3edac0558088fed64,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0
82d849473ab007fab8a078fd8e3e,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0
8315e157d7cca9b85ff2d9844b29,8149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8149,0
1eee5b78963fa5a1458c0f6123aa,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0
404d30bd5ad2974224ca03d83d2b,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,0
db78854350dd2c0d880003f156fd,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,0
4e2ae78b59351a099ea830b1ee6a,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0
e3ecdc1772b985b4fb442b66405e,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0
fa0ddc7282d35a6c54b10eddcd73,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0
c6217beb1701b0b3a958c81a1b47,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752,0
46e3a6f827a49221163038e5f62b,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0
82cf9d0ffa0dae49ce312a9d3b53,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0
8d6b66972d72bb87d447ca66a27f,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0
2b809023489263dbc8667c9a12be,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0
a863b91ccb9cdb036f64776c6912,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0
df5b5fea7deee7be930885e96e2c,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0
f81810c762aff93c0d3b020ced7f,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0
fd697dc841db15189bf769cf087a,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0
26820c1505f9396796f9fde4422d,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226,0
bae418bb547ec9d84a96cea88a5a,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0
56c87a80c0bd415e1ef776108486,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0
c8bba071dbb19a3b4ba8c9afe318,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0
902744098b8ad5f6e3f633f6679e,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0
770bcd8c45931ee3a49dc3bd45c3,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0
27c55b8ddd610a6a9b40a0b1ef50,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,0
5d1e13af9059d1c933e5e3afee99,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0
b647c46ea7bf9e76d33edf4e221e,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0
5f68afaddf4239d448e5da96fc78,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0
43a72bc9547feb4677984f963e5d,4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4863,0
3213416aa5fb29413f98c4e59e33,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0
346798346d646efe90ff0a7b3596,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0
aefea72e8415223a90ed8c17d17e,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0
a17f3fec1eb5127c0a9b38785de0,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,0
9f8730f076f3524b4f1319f20f7e,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0
b4e237337cc2b039ed668b4ca7d4,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0
d3b24635520fb68045176c0f9bc9,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0
f3edd090dc5229a444d1d2f46a2a,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0
ca22280fcc9861494be32c605be1,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0
73f926a44a8d6542bd2da68f4259,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0
03a8e66a285f4f181502f3e0e2e2,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0
7f47d92e2f7e21dc6626b42335da,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0
3dec99e2ac83e530605c7b56ff92,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0
1c49cb83a2b5e168a097fea803be,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072,0
e807884d528a0a746a2def9968f6,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0
bc5a47cc139c35d9a7e75a98f306,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0
8b592f540ae89a10467e47dabdf9,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0
0c8245c4f7a6d44ee1ab7b550d9c,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,0
50f63111549b5d855b80d8b6ba23,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,0
6e9817ee2cba36739f2f8a87045c,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0
2fa342bd47395a3ce67e4988e290,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0
86bbe6a391e5a67da2c2679ecda5,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,0
aaca487970747c173f78fb4a5598,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0
d47ef3775e53f6e7256a426f4f9e,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0
522e99b361458f8d8f109a41cf1a,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0
696695e392a60a69fdbc54363941,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0
9575106cf286e8e953ea835129f9,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0
43e4de5be3fe4e301108cf356c5b,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,0
62ddb7d23e1051217e22a14a40ee,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,0
d76961bf21daec01f2778325ef06,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0
7cd1559e4ab6693026858f99446b,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0
d3836e77205f21b8c2e0c027f63d,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0
4aa34497181763029e5219cd8f16,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,0
dd365e94878d5803187631f7b01c,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0
40f6b7b9c6deb4caff9d11703578,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0
17c8dc201426863e47fedd8cd665,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0
cb038c015b9c5ef19dcc8451d3eb,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0
c52e9eede5e808752297f214d8a4,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0
