encrypted_cnpj;encrypted_cnpj_prefix;encrypted_5_zipcode;encrypted_domain;cnae_code;cnae_desc;cheque;crediario;credito;debito;deposito;dinheiro;transferencia;prod_variety;day_mean;best_hour;best_hour_mean;interval_0h_4h;interval_4h_8h;interval_8h_12h;interval_12h_16h;interval_16h_20h;interval_20h_24h
002d36b2edaa62d8f4ec0cae92bf;3,63637E+63;3,46331E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;;0;;;0;;0;36;3,855421687; 0:00 -  1:00;3,855421687;3,855421687;;;;;
0049a955027a5ec4558cd0797637;3,03436E+63;6,23039E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,263209393;0,736790607;0;0;0;224;8,494505495; 0:00 -  1:00;8,494505495;8,494505495;;;;;
005180a2c46d488615304414075f;3,26234E+63;3,83966E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,266612642;0,733387358;0;0;0;228;7,659340659; 0:00 -  1:00;7,659340659;7,659340659;;;;;
00852b4319fd3b837a853e3942a1;3,0303E+63;3,03365E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,443585781;0,556414219;0;0;0;7;11,14130435;22:00 - 23:00;2,5;;2,363636364;3,458823529;3,084337349;3,275;1,9
0105cf9d4c59d77432783092d7a6;6,46334E+63;3,66565E+63;3,13035E+63;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;0;;0;0;0;0;0;2994;99,08641975;11:00 - 12:00;15,26582278;1;;31,7625;36,97530864;31,74358974;1,625
01374339fe3afab3011d3656452f;6,23966E+63;6,13638E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,015767344;0,021373511;0;0,962859145;0;149;7,141304348;23:00 - 24:00;1,411764706;1;1,375;2,027777778;2,12345679;2,08;1,865671642
016bdbbcb6f68cd9383c0367308e;6,36639E+63;3,43937E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,276415515;0,723584485;0;0;0;187;7,179775281; 0:00 -  1:00;7,179775281;7,179775281;;;;;
016c20708f16ff1131fde5eb5453;6,23865E+63;3,53033E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0,491256477;0,508743523;0;0;0;208;13,28571429; 0:00 -  1:00;13,28571429;13,28571429;;;;;
01837b14873672af7c481b8337ec;6,43534E+63;3,53934E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0,6;0;0;0;0;0,4;0;91;10,48387097; 0:00 -  1:00;10,48387097;10,48387097;;;;;
01a8b1e3503b9f151d80e8e836d3;3,73965E+63;3,53033E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;1;0;0;0;0;0;810;12,08888889;15:00 - 16:00;2,321428571;1;;2,066666667;5;4,903614458;2,723076923
01c7a0910fe2431c52bc71259920;3,23565E+63;3,26634E+63;3,13234E+63;5611201;Restaurantes e similares;;0;;;0;;0;0;;;;;;;;;
01d9a69b1b406e64c4475caae0bd;3,96365E+63;3,96667E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,628959276;0,371040724;0;0;0;3;8,108695652;17:00 - 18:00;1,473684211;1,214285714;1,68852459;2,202531646;2,054794521;2,4875;1,560606061
01ec318321048a9a2a372dd39860;3,86461E+63;6,26332E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,454746137;0,545253863;0;0;0;156;13,68478261;17:00 - 18:00;1,666666667;1,148148148;2,148648649;3,80952381;3,470588235;3,397727273;2,152777778
026bfe187f4c03cbacc9a5424604;3,23964E+63;6,66234E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,216380182;0,783619818;0;0;0;203;6,21978022; 0:00 -  1:00;6,21978022;6,21978022;;;;;
028f815b3648716b75648c766877;3,83232E+63;3,83539E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0,023591088;0;0,326343381;0,566186107;0;0,083879423;0;108;6,034883721; 0:00 -  1:00;6,034883721;6,034883721;;;;;
02920307157baff19229f2161f02;3,03332E+63;3,56233E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,480603448;0,519396552;0;0;0;225;7,376470588; 0:00 -  1:00;7,376470588;7,376470588;;;;;
02ef567b43724d42c7019bef3de8;3,73865E+63;3,73632E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;391;6,887640449;16:00 - 17:00;1,6875;1;;1,551020408;2,6875;3,317073171;1,289473684
03390ba1a5be15099869de8cf39c;6,23966E+63;6,13231E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,000618272;0;0,02000291;0,029713413;0;0,949665406;0;498;59,75;18:00 - 19:00;4,459770115;2,902439024;5,788888889;12,53846154;13,9010989;14,89010989;10,73626374
034aca2ce8f42b631ac5043c0c23;3,56365E+63;6,46565E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;640;9,561797753;13:00 - 14:00;2,056603774;1;;1,833333333;4,139534884;3,646341463;2,12
036e79533ebc8fbf8e6d3af84dfb;3,83767E+63;3,0343E+63;6,13965E+63;6209100;Suporte técnico, manutenção e outros serviços em tecnologia da informação;0;0;0,048674833;0,332386231;0;0,618938935;0;201;36,47252747;18:00 - 19:00;3,703703704;;3,148148148;9,155555556;9,923076923;11,48351648;3,476190476
03a8e66a285f4f181502f3e0e2e2;3,46137E+63;6,23238E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,180467091;0,573248408;0;0,246284501;0;151;8,577777778; 0:00 -  1:00;8,577777778;8,577777778;;;;;
03cc8182991f08a15accfd30898b;6,33034E+63;3,53165E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,25;0,75;0;0;0;2;1;20:00 - 21:00;1;;;;1;;1
04051b3af7c83ba5239805a12df0;3,53839E+63;3,66137E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,364369647;0,635630353;0;0;0;252;9,988888889; 0:00 -  1:00;9,988888889;9,988888889;;;;;
041f0bb9ad11f59c7e2d6e29875b;3,16338E+63;3,93634E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,245283019;0;0;0,754716981;0;118;6,764044944; 0:00 -  1:00;6,764044944;6,764044944;;;;;
044a40a96583db2ef3e91babd041;6,16534E+63;6,13631E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,338457389;0,661542611;0;0;0;256;9,417582418; 0:00 -  1:00;9,417582418;9,417582418;;;;;
0466a2bcafd099e2f6aef8d8d9fe;3,56435E+63;6,4334E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0,288801572;0,711198428;0;0;0;204;9,684210526; 0:00 -  1:00;9,684210526;9,684210526;;;;;
049dc6cc261ed52305fa637d4f5a;6,63635E+63;6,36635E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;587;11,29213483;23:00 - 24:00;2;;;2,153846154;4,302325581;4,360465116;2,349206349
04b09bb83effc3fb2c95c17fba04;6,53863E+63;6,63262E+63;3,13035E+63;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;0;;0;0;0;0;0;288;4,819277108;22:00 - 23:00;1,652173913;;;1,25;1,816326531;2,342857143;2,645833333
04b2536f7d93bea864f4b9785ac0;3,96162E+63;6,33134E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,002561639;0,02273455;0;0,97470381;0;236;17,9673913;19:00 - 20:00;1,833333333;1,594594595;1,944444444;3,831460674;4,202247191;4,382022472;3,921348315
04bc724e2a27dfae457077685a96;6,43531E+63;3,76537E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,106896552;0,893103448;0;0;0;52;3,62195122; 0:00 -  1:00;3,62195122;3,62195122;;;;;
053a5a6826a617fe1300ee6fdc93;3,36436E+63;3,93737E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,453182151;0,51975128;0;0,027066569;0;166;10,13186813; 0:00 -  1:00;10,13186813;10,13186813;;;;;
055efb07e850f277eadca7ce85da;3,26263E+63;3,5364E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0;1;0;0;0;186;6,415730337; 0:00 -  1:00;6,415730337;6,415730337;;;;;
0583a1a2ed8423556c74bc0224a2;3,33963E+63;3,73232E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,301449275;0,698550725;0;0;0;86;11,43333333; 0:00 -  1:00;11,43333333;11,43333333;;;;;
059b3148de4ff1e446e011772e6d;3,26639E+63;3,0664E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;321;6,655555556;15:00 - 16:00;1,942857143;1;1;2,020833333;2,835616438;2,901408451;1,8125
05f163bba2b880cf8b8c478bdd74;6,63233E+63;3,73535E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,008264463;0;0,142561983;0,849173554;0;0;0;127;6,436781609;21:00 - 22:00;1,5;1,40625;1,41025641;2,052631579;2;1,983606557;1,843137255
0643914bd21a67f27d800dd9c58b;6,2623E+63;6,33464E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0,305939788;0,694060212;0;0;0;96;12,91525424; 0:00 -  1:00;12,91525424;12,91525424;;;;;
068b9c5c4c524a7e13d636172456;6,16366E+63;3,46436E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;;;;;;;;92;2,557142857;14:00 - 15:00;2;1,315789474;1,75;1,28;1,807692308;1,157894737;1,258064516
06adb7c8f614e7536089d058198f;6,56136E+63;3,53934E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,019527302;0;0,055240424;0,051556642;0;0,873675632;0;177;30,83695652;12:00 - 13:00;2,6;2,744186047;3,443181818;5,769230769;7,087912088;6,692307692;5,766666667
06b5d04010a42d03bfb6d2593e37;3,13637E+63;3,73633E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,003689492;0;0,011953955;0,031582054;0;0,952774498;0;10;11,56521739;23:00 - 24:00;2,260869565;1,631578947;1,634615385;2,775;3,088607595;2,56097561;3,0125
06bbb1093dd7f51f403cbffbc954;3,13765E+63;6,43736E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;343;9,567567568;17:00 - 18:00;1,952380952;;;2,553846154;3,661538462;3,928571429;1,260869565
075617550d715af2e371a3204a01;3,16138E+63;3,93634E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,032258065;0;0,033870968;0,05;0;0,883870968;0;11;1,5;13:00 - 14:00;1,142857143;;1;1,133333333;1,176470588;1,090909091;1,2
075b51839a7dd062b7b959420912;3,73062E+63;6,33937E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,292149292;0;0,05019305;0,083655084;0,002574003;0,571428571;0;71;2,642857143;13:00 - 14:00;1,25;1,076923077;1,2;1,380952381;1,608695652;1,129032258;1,105263158
079b93e4a4ca2e3439cb1524b117;3,26639E+63;6,23235E+63;3,13234E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;0;0,099236641;0,885496183;0;0,015267176;0;30;5,568181818; 0:00 -  1:00;5,568181818;5,568181818;;;;;
07afc9ee54b36fc6b67c354b1f8b;3,13262E+63;3,33635E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0;0;0;1;0;166;6,824175824; 0:00 -  1:00;6,824175824;6,824175824;;;;;
07b2080511acc124b659c2978084;6,13234E+63;3,53033E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;69;1,745454545;14:00 - 15:00;1,4;;;1,153846154;1,263157895;1,1875;1,1875
07c257ca99c93176da6182e21ff7;3,63437E+63;3,73933E+63;3,13035E+63;4783101;Comércio varejista de artigos de joalheria;0;;0;0;0;0;0;387;10,57534247; 0:00 -  1:00;33;33;;3,3125;4,188405797;4,415384615;1
086bdd8dfe033cfed2dd1c604234;6,16332E+63;3,73832E+63;3,13035E+63;9602502;Atividades de estética e outros serviços de cuidados com a beleza;0;;0;0;0;0;0;0;;;;;;;;;
0882c1b961a27febad42456d5d15;3,63533E+63;3,13066E+63;3,13234E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;0;0,361209964;0,638790036;0;0;0;208;6,461538462; 0:00 -  1:00;6,461538462;6,461538462;;;;;
088fea6421e5225e55ac4ac5285e;6,33762E+63;3,83262E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;1008;14,65168539;12:00 - 13:00;3,173076923;;;4,451612903;6,651162791;4,896103896;1,680851064
08a75273ff3e89072abeb72a19cf;6,43333E+63;3,46564E+63;6,13965E+63;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;0,004515947;0;0,273497036;0,721987017;0;0;0;21;31,52173913;12:00 - 13:00;3,5;1,260869565;3,061728395;7,641304348;8,510869565;7,02173913;5,455555556
08cb99763ec0c01103218f0add12;3,83137E+63;6,56539E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;;;;;;;;7;1,192307692;21:00 - 22:00;1;1;1;1,071428571;1;1;1
08e0df67cd5b23564de806a0d6e4;3,03336E+63;6,66234E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;162;3,35483871;10:00 - 11:00;1,777777778;;;1,96;1,860465116;1,837209302;
090bb4758751daf3eec7a313212b;3,5634E+63;6,23536E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0;0;0;1;0;141;13,59459459; 0:00 -  1:00;13,59459459;13,59459459;;;;;
091af01d394929f8bc83eb51f818;3,16665E+63;3,93534E+63;3,13035E+63;9602502;Atividades de estética e outros serviços de cuidados com a beleza;0;;0;0;0;0;0;3;1;18:00 - 19:00;1;;;;1;1;
091e4a9d82cf40d2c4bb4eec125b;6,1393E+63;3,43937E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;555;8,022988506; 6:00 -  7:00;4;3;6;1,578947368;3,233766234;3,384615385;2,230769231
09b2281eb937b5be242abc559e49;6,6314E+63;6,56261E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,000370124;0;0,010289437;0,14086905;0;0,848471389;0;207;6,725274725;17:00 - 18:00;1,526315789;;1,206896552;2,28;2,847222222;2,527027027;1,076923077
09b83f9f1c6a8ff7a1040adcf644;3,66232E+63;6,33832E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,444603288;0,555396712;0;0;0;173;7,455555556; 0:00 -  1:00;7,455555556;7,455555556;;;;;
09d6703981098dd73203444d4232;6,33638E+63;6,33933E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0;0;0;1;0;95;6,674157303; 0:00 -  1:00;6,674157303;6,674157303;;;;;
0a5dd7e83506b4a0202ab77ebc6c;3,56636E+63;3,73338E+63;3,13035E+63;4782201;Comércio varejista de calçados;0;;0;0;0;0;0;315;4,363636364;21:00 - 22:00;1,4375;;;1,238095238;1,949152542;2,014285714;1,961538462
0aa769f336cdaf6646610be19f5b;6,53732E+63;3,03166E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;788;10,64044944;16:00 - 17:00;2,333333333;;;2,178571429;5,296296296;4,586666667;1,529411765
0ad3b9cfa387049cdc18cf5f73d3;3,7373E+63;6,23935E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;;0;;;0;;0;108;5,394366197; 0:00 -  1:00;5,394366197;5,394366197;;;;;
0b1e63adb1bc1ad90a766b0ed294;3,66135E+63;3,73936E+63;3,13234E+63;5611201;Restaurantes e similares;;0;;;0;;0;74;10,87037037; 0:00 -  1:00;10,87037037;10,87037037;;;;;
0b71a6ab2eb0e094dab9a9893cad;3,53438E+63;6,66234E+63;3,13035E+63;9602502;Atividades de estética e outros serviços de cuidados com a beleza;0;;0;0;0;0;0;1;1;19:00 - 20:00;1;;;;;1;
0b80b70d8aa0f77085db80fc61de;3,2333E+63;3,43765E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;237;6,988764045; 9:00 - 10:00;4;1;;1,516129032;3,072463768;3,36;1,774193548
0bcfeca44e59a7d94e98ed025df1;6,33966E+63;3,86534E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;768;13,42222222;15:00 - 16:00;2,407407407;;;2,11627907;4,780487805;5,741573034;3,292307692
0bf49d893eaf546e06b32b8a70b3;3,13133E+63;3,83532E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,505193579;0,41170916;0;0,083097262;0;137;6,561643836; 0:00 -  1:00;6,561643836;6,561643836;;;;;
0c30337b16dfbf46a3125c6b5028;3,13364E+63;3,86366E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;1;0;0;0;0;0;1435;22,67948718;18:00 - 19:00;6,633802817;2;;2,983606557;5,013157895;15,44594595;3,588235294
0c554a48f9c5ddfbbb2ba5b6eeff;3,13065E+63;3,66137E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0;1;0;0;0;42;4,298850575; 0:00 -  1:00;4,298850575;4,298850575;;;;;
0c7bcdc4ab1cb4ac0b260d9da4b2;3,96263E+63;3,33634E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;;;;;;;;16;1,157894737;23:00 - 24:00;1;1;1;1;1;1;1
0c8245c4f7a6d44ee1ab7b550d9c;3,5634E+63;3,06664E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0;0;0;1;0;424;27,15384615; 0:00 -  1:00;27,15384615;27,15384615;;;;;
0caed0e80a3f7c7cfe3d98742c6e;3,03339E+63;6,56537E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;;0;;;0;;0;77;5,284090909; 0:00 -  1:00;5,284090909;5,284090909;;;;;
0cc51d2b27a626eb1621ec89a83c;3,53466E+63;3,76238E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,46284903;0,467108377;0;0,070042593;0;133;7,118421053; 0:00 -  1:00;7,118421053;7,118421053;;;;;
0cd5a665e6a5aa332ba90470a62e;6,56263E+63;6,63938E+63;3,13035E+63;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;0;;0;0;0;0;0;93;7,573033708; 2:00 -  3:00;2;2,0625;1,181818182;3,430379747;3,028571429;2,259259259;2,090909091
0d6b04146f41750e0070c659373d;3,46134E+63;3,73537E+63;3,13035E+63;4729601;Tabacaria;0;;0;0;0;0;0;31;1,941176471;17:00 - 18:00;1,235294118;1;;1,153846154;1,631578947;1,470588235;1
0d6e64e2435c8a98cc958303b1c2;3,66236E+63;6,23536E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;393;6,977272727;13:00 - 14:00;2,02;;;1,272727273;3,441558442;2,64556962;2
0d6e80ed5db6059c93c1d6c1b8cd;3,76466E+63;3,33934E+63;3,13035E+63;4789099;Comércio varejista de outros produtos não especificados anteriormente;0;;0;0;0;0;0;2217;101,2957746;16:00 - 17:00;13;6;;24,72857143;44,57142857;39,06779661;2,142857143
0d9d493866226a8e72bf9e53bebb;6,33834E+63;3,63031E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,558049536;0,423374613;0;0,018575851;0;182;10,41758242; 0:00 -  1:00;10,41758242;10,41758242;;;;;
0dd797a63a5ec5dfaaa2f42636bf;6,13965E+63;3,33934E+63;3,13234E+63;5611201;Restaurantes e similares;;0;;;0;;0;140;5,666666667; 0:00 -  1:00;5,666666667;5,666666667;;;;;
0de0b44762d48729ebcbcb7cf82a;6,23931E+63;3,73365E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0,024486572;0;0,254081095;0,721432333;0;0;0;195;6,511111111; 0:00 -  1:00;6,511111111;6,511111111;;;;;
0e0a58b8d20ae78c556d9b185a74;3,33462E+63;3,93562E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,368289983;0,631710017;0;0;0;177;12,16483516; 0:00 -  1:00;12,16483516;12,16483516;;;;;
0e6b38beaa69eba8785f598dee94;3,86366E+63;6,33233E+63;3,13035E+63;4782201;Comércio varejista de calçados;0;;0;0;0;0;0;339;5,534090909;16:00 - 17:00;1,64516129;;;1,379310345;2,5;2,704225352;1,981132075
0e722cdd25ca0626ad4657dfcfb4;3,53466E+63;6,26362E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,461509993;0,462250185;0;0,076239822;0;135;10,67241379; 0:00 -  1:00;10,67241379;10,67241379;;;;;
0ea5c5dd0f9a2575bb4d612254dd;6,63366E+63;3,73462E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,407389163;0,592610837;0;0;0;170;8,155555556; 0:00 -  1:00;8,155555556;8,155555556;;;;;
0ec71baf0e3ce0aa8c1f08097c1d;3,06463E+63;3,96165E+63;3,13035E+63;4781400;Comércio varejista de artigos do vestuário e acessórios;0;;0;0;0;0;0;584;8,422222222;18:00 - 19:00;1,88372093;;;2,254901961;2,914634146;3,65060241;1,803571429
0ec7b83e32131e7c7515d0b54ca9;6,13866E+63;3,13232E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,465003818;0,534996182;0;0;0;217;10,68888889; 0:00 -  1:00;10,68888889;10,68888889;;;;;
0ef25f9a6f473b43e9831d28d33b;6,63961E+63;6,23466E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,410500113;0,589499887;0;0;0;263;12,66666667; 0:00 -  1:00;12,66666667;12,66666667;;;;;
0ef815dc95558f8d5883c5bd8733;3,33963E+63;3,13861E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,384464832;0,615535168;0;0;0;210;15,67045455; 0:00 -  1:00;15,67045455;15,67045455;;;;;
0f250035d4ed3aa0b3f3ed422378;6,33433E+63;6,46565E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,701863354;0;0;0,298136646;0;170;5,074074074; 0:00 -  1:00;5,074074074;5,074074074;;;;;
0f38c90c311374d0d8b56cd10ff8;3,26437E+63;6,1393E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0;0;0;1;0;118;7,122222222; 0:00 -  1:00;7,122222222;7,122222222;;;;;
0f616070fcde3ae54ba08fa3928e;6,53834E+63;3,56464E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,000198059;0;0;0,999801941;0;0;0;75;3,06097561;16:00 - 17:00;1,454545455;1,136363636;1,2;1,1875;1,333333333;1,585365854;1,38
0f7ca154212f3c6ab85433ed40e8;6,43233E+63;6,23834E+63;3,13234E+63;5611201;Restaurantes e similares;0;0;0,579831933;0;0;0,420168067;0;142;4,806818182; 0:00 -  1:00;4,806818182;4,806818182;;;;;
0f988a7502f212615b2a6ca18fae;3,46135E+63;3,13334E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,113776808;0;0,204652854;0,672119229;0;0,009451109;0;26;51,54347826;12:00 - 13:00;4,613636364;1,32;3,964705882;12,38043478;13,94565217;14,17391304;7,02173913
0fd39696be79adf24c85bf20c2d4;6,1634E+63;3,83465E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,000224115;0,000224115;0;0,999551771;0;198;9,489130435; 8:00 -  9:00;1,527777778;1,222222222;1,391304348;2,545454545;2,494117647;2,580246914;2,098765432
1003c1fd40f3ce0f8a44332a4ec2;6,43439E+63;6,23536E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;451;8,390243902;13:00 - 14:00;2,179487179;;;1,795918367;3,885714286;3,358974359;1,692307692
10380a21063292f08ac9caeb1138;3,46463E+63;6,66362E+63;3,13234E+63;5611201;Restaurantes e similares;;0;;;0;;0;0;;;;;;;;;
1053a8f2f1b2a3389d6f15c1d195;6,43236E+63;3,66662E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;1;0;0;0;0;20;1,192307692;20:00 - 21:00;1,2;1,333333333;1;1;1;1;1,090909091
1057f7b0f08936582c67f077ae54;3,7303E+63;6,2663E+63;3,13234E+63;5611203;Lanchonetes, casas de chá, de sucos e similares;0;0;0,54189252;0,43766455;0;0,02044293;0;214;12,125; 0:00 -  1:00;12,125;12,125;;;;;
109289ab068dd9ced19f50cffce9;6,66537E+63;6,23536E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;210;6,436619718;12:00 - 13:00;1,975;1;;2,381818182;3,606557377;2,333333333;
10aa564cf13a0c005e0179e965d5;6,53639E+63;3,33533E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,987901452;0,003299604;0;0,008798944;0;6;3,597701149; 8:00 -  9:00;1,333333333;;1,074074074;1,5625;1,509803922;1,653846154;1,210526316
10ac85715199e357fb5840e9298a;6,36537E+63;3,16163E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0;0;0,576492537;0,304104478;0;0,119402985;0;120;3,853658537;19:00 - 20:00;1,357142857;;1;1,685185185;1,346153846;1,631578947;1,371428571
10c76b50b5fddf29eef16d03eb4f;3,1374E+63;6,4354E+63;3,13035E+63;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;0;;0;0;0;0;0;684;14,90540541;15:00 - 16:00;2,438596491;1;;4,430555556;6,208333333;4,652777778;1
10ec36ed50a9a42c66124589b899;3,83836E+63;6,26534E+63;3,13035E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;;0;0;0;0;0;692;31,47297297;17:00 - 18:00;4,371428571;;;6,421875;13,83561644;12,27027027;
10f7636150b496dd095898832f6a;3,23834E+63;6,23062E+63;3,13234E+63;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;0;0;0,28175418;0,71824582;0;0;0;173;8,988764045; 0:00 -  1:00;8,988764045;8,988764045;;;;;
1103c5d7c566efa1191212235f2d;3,06537E+63;6,33839E+63;6,13965E+63;4731800;Comércio varejista de combustíveis para veículos automotores;0,289940828;0;0;0;0;0,710059172;0;87;5,655555556;23:00 - 24:00;1,733333333;;1,296296296;1,703703704;1,727272727;2,515625;2,25
114d55416d8bda48a987cda2cdbe;3,03062E+63;6,23439E+63;6,13965E+63;4693100;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;0;0;0,163879599;0,143812709;0;0,692307692;0;21;48,64864865;18:00 - 19:00;5,869565217;1;4,632653061;14,66197183;14,92647059;14,54411765;7,244444444
